series,episode,baker,technical,result,uk_airdate,us_season,us_airdate,challenge,bake,dessert,chocolate,fruit,nut
8,2,Yan,1st,IN,5 September 2017,NA,NA,showstopper,'adventures in bakeland' game,other,no chocolate,no fruit,no nut
8,2,Chris,11th,OUT,5 September 2017,NA,NA,showstopper,'the great british sail off' game,other,no chocolate,no fruit,no nut
8,2,Steven,6th,SB,5 September 2017,NA,NA,showstopper,'check bake' game,other,no chocolate,no fruit,no nut
8,3,James,9th,IN,12 September 2017,NA,NA,showstopper,'owl in the woods' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Kate,10th,IN,12 September 2017,NA,NA,showstopper,'kraken' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Liam,5th,IN,12 September 2017,NA,NA,showstopper,'kneadapolitan' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Sophie,6th,IN,12 September 2017,NA,NA,showstopper,'picnic basket' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Stacey,1st,IN,12 September 2017,NA,NA,showstopper,'ascot hat' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Steven,3rd,IN,12 September 2017,NA,NA,showstopper,'the bag i knead' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Tom,4th,IN,12 September 2017,NA,NA,showstopper,'pink & yellow rose centrepiece' bread sculpture,pie,no chocolate,no fruit,no nut
8,3,Yan,8th,IN,12 September 2017,NA,NA,showstopper,'basil the vegetarian dragon with his pumpkin hoard' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Flo,7th,OUT,12 September 2017,NA,NA,showstopper,'davy jones' locker' bread sculpture,other,no chocolate,no fruit,no nut
8,3,Julia,2nd,SB,12 September 2017,NA,NA,showstopper,'the snail under a mushroom' bread sculpture,other,no chocolate,no fruit,no nut
8,4,James,2nd,IN,19 September 2017,NA,NA,showstopper,nutty caramel cake,cake,no chocolate,fruit,no nut
8,4,Julia,9th,IN,19 September 2017,NA,NA,showstopper,poppy seed caramel cake,cake,no chocolate,no fruit,no nut
8,4,Liam,3rd,IN,19 September 2017,NA,NA,showstopper,white layered ginger caramel cake,cake,no chocolate,no fruit,no nut
8,4,Sophie,4th,IN,19 September 2017,NA,NA,showstopper,bird's nest caramel cake,cake,no chocolate,no fruit,no nut
8,4,Stacey,1st,IN,19 September 2017,NA,NA,showstopper,chocolate and coffee caramel cake,cake,chocolate,no fruit,no nut
8,4,Steven,7th,IN,19 September 2017,NA,NA,showstopper,caramel crown cake,cake,no chocolate,no fruit,no nut
8,4,Yan,8th,IN,19 September 2017,NA,NA,showstopper,animals of the rainforest caramel cake,cake,no chocolate,no fruit,no nut
8,4,Tom,5th,OUT,19 September 2017,NA,NA,showstopper,hummingbird cake,cake,no chocolate,no fruit,no nut
8,4,Kate,6th,SB,19 September 2017,NA,NA,showstopper,sticky toffee apple caramel cake,cake,no chocolate,fruit,no nut
8,5,Julia,3rd,IN,26 September 2017,NA,NA,showstopper,'opulent ornament' trifle terrine,pudding,no chocolate,no fruit,no nut
8,5,Kate,8th,IN,26 September 2017,NA,NA,showstopper,'my great great nan's' raspberry trifle terrine,pudding,no chocolate,fruit,no nut
8,5,Liam,2nd,IN,26 September 2017,NA,NA,showstopper,'cheers lads' trifle terrine,pudding,no chocolate,no fruit,no nut
8,5,Stacey,4th,IN,26 September 2017,NA,NA,showstopper,tropical trifle terrine,pudding,no chocolate,no fruit,no nut
8,5,Steven,5th,IN,26 September 2017,NA,NA,showstopper,'from across the jelly pond' trifle terrine,pudding,no chocolate,no fruit,no nut
8,5,Yan,6th,IN,26 September 2017,NA,NA,showstopper,'heart of a hero' trifle terrine,pudding,no chocolate,no fruit,no nut
8,5,James,7th,OUT,26 September 2017,NA,NA,showstopper,'the missed silver jubilee' trifle terrine,pudding,no chocolate,no fruit,no nut
8,5,Sophie,1st,SB,26 September 2017,NA,NA,showstopper,"raspberry, yuzu & white chocolate bûche trifle terrine",pudding,chocolate,fruit,no nut
8,6,Kate,5th,IN,3 October 2017,NA,NA,showstopper,potato curry pie with mango & chilli glaze,pie,no chocolate,fruit,no nut
8,6,Sophie,2nd,IN,3 October 2017,NA,NA,showstopper,game pie with glazed forest fruits,pie,no chocolate,no fruit,no nut
8,6,Stacey,6th,IN,3 October 2017,NA,NA,showstopper,indian hand raised pie with mango,pie,no chocolate,fruit,no nut
8,6,Steven,3rd,IN,3 October 2017,NA,NA,showstopper,christmas pie,pie,no chocolate,no fruit,no nut
8,6,Yan,1st,IN,3 October 2017,NA,NA,showstopper,chequerboard pie,pie,no chocolate,no fruit,no nut
8,6,Julia,7th,OUT,3 October 2017,NA,NA,showstopper,'special occasion' pie,pie,no chocolate,no fruit,no nut
8,6,Liam,4th,SB,3 October 2017,NA,NA,showstopper,'nan's sunday dinner' pie,pie,no chocolate,no fruit,no nut
8,7,Kate,6th,IN,10 October 2017,NA,NA,showstopper,'flavour fusion' sfogliatelle,other,no chocolate,no fruit,no nut
8,7,Liam,2nd,IN,10 October 2017,NA,NA,showstopper,'morning delivery' sfogliatelle,other,no chocolate,no fruit,no nut
8,7,Sophie,3rd,IN,10 October 2017,NA,NA,showstopper,'classics' sfogliatelle,other,no chocolate,no fruit,no nut
8,7,Stacey,4th,IN,10 October 2017,NA,NA,showstopper,pastry surprise,other,no chocolate,no fruit,no nut
8,7,Yan,5th,OUT,10 October 2017,NA,NA,showstopper,canadian-style sfogliatelle,other,no chocolate,no fruit,no nut
8,7,Steven,1st,SB,10 October 2017,NA,NA,showstopper,'sicilian-style' sfogliatelle,other,no chocolate,no fruit,no nut
8,8,Kate,2nd,IN,17 October 2017,NA,NA,showstopper,'liver building turret' savoy cake,cake,no chocolate,no fruit,no nut
8,8,Sophie,4th,IN,17 October 2017,NA,NA,showstopper,citrus with green apple croquembouche savoy cake,cake,no chocolate,fruit,no nut
8,8,Steven,1st,IN,17 October 2017,NA,NA,showstopper,chestnut rum savoy cake,cake,no chocolate,fruit,no nut
8,8,Liam,5th,OUT,17 October 2017,NA,NA,showstopper,'fort wizardore' savoy cake,cake,no chocolate,no fruit,no nut
8,8,Stacey,3rd,SB,17 October 2017,NA,NA,showstopper,'bright' lemon & orange savoy cake,cake,no chocolate,fruit,no nut
8,9,Kate,4th,IN,24 October 2017,NA,NA,showstopper,'rainbow' meringue centrepiece,pie,no chocolate,no fruit,no nut
8,9,Steven,3rd,IN,24 October 2017,NA,NA,showstopper,'some air over the rainbow' meringue centrepiece,pie,no chocolate,no fruit,no nut
8,9,Stacey,2nd,OUT,24 October 2017,NA,NA,showstopper,'flamingos in love' meringue centrepiece,pie,no chocolate,no fruit,no nut
8,9,Sophie,1st,SB,24 October 2017,NA,NA,showstopper,'tutu with opera filling' meringue centrepiece,pie,no chocolate,no fruit,no nut
8,10,Kate,3rd,RUNNER UP,31 October 2017,NA,NA,showstopper,"white chocolate, yuzu and lychee entremet",other,chocolate,fruit,no nut
8,10,Steven,1st,RUNNER UP,31 October 2017,NA,NA,showstopper,'yin yang' entremet,other,no chocolate,no fruit,no nut
8,10,Sophie,2nd,WINNER,31 October 2017,NA,NA,showstopper,'ode to the honey bee' entremet,other,no chocolate,no fruit,no nut
